Word_Sim,Character-1,Character-2,C&B-Subtitle-raw-W,C&B-Subtitle-log-W,HD_M,Stroke-mean-Sim,Neighborhood-mean,pinyin,pinyinword
默读,默,读,2.0,0.3,9.0,13.0,263.0,"['mo', 'du']",modu
龙井,龙,井,,,8.5,4.5,239.0,"['long', 'jing']",longjing
龙舟,龙,舟,5.0,0.7,6.5,5.5,247.5,"['long', 'zhou']",longzhou
龙门,龙,门,2.0,0.3,5.0,4.0,218.0,"['long', 'men']",longmen
龙脉,龙,脉,,,10.5,7.0,261.5,"['long', 'mai']",longmai
龙眼,龙,眼,1.0,0.0,6.5,8.0,239.5,"['long', 'yan']",longyan
龙船,龙,船,,,5.5,8.0,218.5,"['long', 'chuan']",longchuan
龙袍,龙,袍,,,6.0,7.5,218.5,"['long', 'pao']",longpao
龙虾,龙,虾,273.0,2.44,5.0,7.0,247.0,"['long', 'xia']",longxia
龙头,龙,头,67.0,1.83,5.0,5.0,218.0,"['long', 'tou']",longtou
龟甲,龟,甲,,,7.0,6.0,269.5,"['gui', 'jia']",guijia
龟壳,龟,壳,,,5.5,7.0,248.5,"['gui', 'ke']",guike
龟裂,龟,裂,5.0,0.7,8.5,9.5,290.5,"['jun', 'lie']",junlie
龟头,龟,头,23.0,1.36,5.5,6.0,248.0,"['gui', 'tou']",guitou
龟缩,龟,缩,4.0,0.6,7.5,10.5,276.5,"['gui', 'suo']",guisuo
偿命,偿,命,27.0,1.43,2.5,9.5,262.5,"['chang', 'ming']",changming
偿债,偿,债,3.0,0.48,3.0,10.5,262.5,"['chang', 'zhai']",changzhai
偿还,偿,还,236.0,2.37,5.5,9.0,220.0,"['chang', 'huan']",changhuan
偿愿,偿,愿,,,4.5,12.5,263.0,"['chang', 'yuan']",changyuan
优化,优,化,19.0,1.28,5.5,5.0,291.5,"['you', 'hua']",youhua
优先,优,先,321.0,2.51,6.0,6.0,278.0,"['you', 'xian']",youxian
优劣,优,劣,4.0,0.6,7.0,6.0,291.0,"['you', 'lie']",youlie
优秀,优,秀,1413.0,3.15,6.0,6.5,291.5,"['you', 'xiu']",youxiu
优良,优,良,55.0,1.74,5.0,6.5,248.5,"['you', 'liang']",youliang
优厚,优,厚,21.0,1.32,5.0,7.5,291.5,"['you', 'hou']",youhou
优待,优,待,49.0,1.69,4.5,7.5,277.5,"['you', 'dai']",youdai
优美,优,美,197.0,2.29,6.0,7.5,269.5,"['you', 'mei']",youmei
优异,优,异,50.0,1.7,21.5,6.0,292.0,"['you', 'yi']",youyi
优胜,优,胜,25.0,1.4,5.5,7.5,292.0,"['you', 'sheng']",yousheng
优惠,优,惠,110.0,2.04,10.5,9.0,292.0,"['you', 'hui']",youhui
优等,优,等,21.0,1.32,3.5,9.0,269.5,"['you', 'deng']",youdeng
优越,优,越,65.0,1.81,7.5,9.0,291.0,"['you', 'yue']",youyue
优闲,优,闲,,,7.5,6.5,249.0,"['you', 'xian']",youxian
优雅,优,雅,498.0,2.7,4.0,9.0,270.5,"['you', 'ya']",youya
优势,优,势,635.0,2.8,17.5,7.0,292.0,"['you', 'shi']",youshi
优游,优,游,,,7.0,9.0,249.0,"['you', 'you']",youyou
优质,优,质,48.0,1.68,9.0,7.0,249.0,"['you', 'zhi']",youzhi
优点,优,点,251.0,2.4,5.0,7.5,269.5,"['you', 'dian']",youdian
储水,储,水,,,3.5,8.0,240.0,"['chu', 'shui']",chushui
储存,储,存,160.0,2.2,3.5,9.0,219.5,"['chu', 'cun']",chucun
储君,储,君,1.0,0.0,5.5,9.5,248.0,"['chu', 'jun']",chujun
储备,储,备,129.0,2.11,8.0,10.0,262.5,"['chu', 'bei']",chubei
储量,储,量,10.0,1.0,5.5,12.0,262.5,"['chu', 'liang']",chuliang
储蓄,储,蓄,99.0,2.0,8.5,12.5,262.5,"['chu', 'xu']",chuxu
储藏,储,藏,93.0,1.97,3.5,14.5,219.0,"['chu', 'cang']",chucang
励志,励,志,5.0,0.7,22.5,7.0,306.0,"['li', 'zhi']",lizhi
吓人,吓,人,692.0,2.84,4.5,4.0,262.0,"['xia', 'ren']",xiaren
吓死,吓,死,,,2.5,6.0,283.0,"['xia', 'si']",xiasi
吓呆,吓,呆,,,3.5,6.5,291.0,"['xia', 'dai']",xiadai
吓昏,吓,昏,,,3.5,7.0,291.0,"['xia', 'hun']",xiahun
吓阻,吓,阻,,,4.5,6.5,283.0,"['xia', 'zu']",xiazu
吓倒,吓,倒,97.0,1.99,6.0,8.0,305.0,"['xia', 'dao']",xiadao
吓坏,吓,坏,865.0,2.94,2.5,6.5,304.5,"['xia', 'huai']",xiahuai
尝到,尝,到,,,6.0,8.5,262.5,"['chang', 'dao']",changdao
压力,压,力,2541.0,3.41,14.0,4.0,292.5,"['ya', 'li']",yali
压出,压,出,,,4.5,5.5,278.5,"['ya', 'chu']",yachu
压平,压,平,,,8.0,5.5,248.0,"['ya', 'ping']",yaping
压低,压,低,45.0,1.65,4.5,6.5,278.5,"['ya', 'di']",yadi
压住,压,住,,,7.5,6.5,292.5,"['ya', 'zhu']",yazhu
压抑,压,抑,292.0,2.47,21.0,6.5,292.5,"['ya', 'yi']",yayi
压制,压,制,,,13.5,7.0,292.5,"['ya', 'zhi']",yazhi
压服,压,服,,,11.0,7.0,249.5,"['ya', 'fu']",yafu
压垮,压,垮,21.0,1.32,3.0,7.5,270.0,"['ya', 'kua']",yakua
压扁,压,扁,,,3.5,7.5,270.0,"['ya', 'bian']",yabian
压迫,压,迫,208.0,2.32,5.0,7.0,292.5,"['ya', 'po']",yapo
压倒,压,倒,86.0,1.93,6.5,8.0,292.0,"['ya', 'dao']",yadao
压阵,压,阵,1.0,0.0,6.0,6.0,292.0,"['ya', 'zhen']",yazhen
压场,压,场,,,4.0,6.0,270.5,"['ya', 'chang']",yachang
压痛,压,痛,3.0,0.48,3.5,9.0,292.5,"['ya', 'tong']",yatong
压轴,压,轴,,,3.0,7.5,249.5,"['ya', 'zhou']",yazhou
压碎,压,碎,,,6.5,9.5,292.0,"['ya', 'sui']",yasui
压逼,压,逼,,,3.5,9.0,278.5,"['ya', 'bi']",yabi
压境,压,境,2.0,0.3,8.5,10.0,292.0,"['ya', 'jing']",yajing
压榨,压,榨,44.0,1.64,5.0,10.0,292.5,"['ya', 'zha']",yazha
压价,压,价,3.0,0.48,5.0,6.0,292.5,"['ya', 'jia']",yajia
压缩,压,缩,57.0,1.76,5.5,10.0,277.5,"['ya', 'suo']",yasuo
嬷嬷,嬷,嬷,22.0,1.34,3.0,17.0,278.0,"['ma', 'ma']",mama
婴儿,婴,儿,1409.0,3.15,5.5,6.5,248.5,"['ying', 'er']",yinger
婴孩,婴,孩,48.0,1.68,5.5,10.0,249.0,"['ying', 'hai']",yinghai
尴尬,尴,尬,1256.0,3.1,,10.0,276.0,"['gan', 'ga']",ganga
帮工,帮,工,15.0,1.18,8.0,6.0,277.0,"['bang', 'gong']",banggong
帮凶,帮,凶,120.0,2.08,4.0,6.5,276.5,"['bang', 'xiong']",bangxiong
帮手,帮,手,360.0,2.56,3.5,6.5,269.0,"['bang', 'shou']",bangshou
帮凶,帮,凶,120.0,2.08,4.0,6.5,276.5,"['bang', 'xiong']",bangxiong
帮忙,帮,忙,5725.0,3.76,4.5,7.5,247.0,"['bang', 'mang']",bangmang
帮助,帮,助,10033.0,4.0,7.0,8.0,291.5,"['bang', 'zhu']",bangzhu
帮派,帮,派,554.0,2.74,3.0,9.0,291.0,"['bang', 'pai']",bangpai
帮腔,帮,腔,2.0,0.3,3.0,10.5,277.5,"['bang', 'qiang']",bangqiang
帮会,帮,会,102.0,2.01,9.5,7.5,291.5,"['bang', 'hui']",banghui
帮补,帮,补,,,4.5,8.0,268.5,"['bang', 'bu']",bangbu
帮办,帮,办,2.0,0.3,5.5,6.5,291.0,"['bang', 'ban']",bangban
帮衬,帮,衬,1.0,0.0,3.5,8.5,290.5,"['bang', 'chen']",bangchen
弥留,弥,留,18.0,1.26,9.0,9.0,220.0,"['mi', 'liu']",miliu
弥补,弥,补,605.0,2.78,6.5,7.5,240.0,"['mi', 'bu']",mibu
弥撒,弥,撒,90.0,1.95,5.0,11.5,248.5,"['mi', 'sa']",misa
徽章,徽,章,321.0,2.51,5.5,14.0,277.5,"['hui', 'zhang']",huizhang
徽号,徽,号,1.0,0.0,7.0,11.0,291.0,"['hui', 'hao']",huihao
懂事,懂,事,111.0,2.05,15.5,11.5,283.5,"['dong', 'shi']",dongshi
懂得,懂,得,634.0,2.8,1.5,13.0,260.0,"['dong', 'de']",dongde
恳切,恳,切,2.0,0.3,5.0,7.0,282.0,"['ken', 'qie']",kenqie
恳求,恳,求,215.0,2.33,6.5,8.5,239.0,"['ken', 'qiu']",kenqiu
恳托,恳,托,,,4.0,8.0,268.5,"['ken', 'tuo']",kentuo
恳谈,恳,谈,1.0,0.0,6.0,10.0,239.5,"['ken', 'tan']",kentan
恳请,恳,请,43.0,1.63,3.0,10.0,260.5,"['ken', 'qing']",kenqing
应允,应,允,7.0,0.85,5.5,5.5,270.5,"['ying', 'yun']",yingyun
应分,应,分,,,7.0,5.5,292.0,"['ying', 'fen']",yingfen
应付,应,付,925.0,2.97,12.0,6.0,292.0,"['ying', 'fu']",yingfu
应召,应,召,1.0,0.0,7.5,6.0,291.5,"['ying', 'zhao']",yingzhao
应市,应,市,,,18.5,6.0,292.0,"['ying', 'shi']",yingshi
应用,应,用,124.0,2.09,5.0,6.0,291.0,"['ying', 'yong']",yingyong
应收,应,收,,,4.5,6.5,277.5,"['ying', 'shou']",yingshou
应考,应,考,,,6.0,6.5,269.0,"['ying', 'kao']",yingkao
应否,应,否,,,5.0,7.0,268.5,"['ying', 'fou']",yingfou
应届,应,届,1.0,0.0,8.0,7.5,292.0,"['ying', 'jie']",yingjie
应承,应,承,4.0,0.6,9.5,7.5,249.0,"['ying', 'cheng']",yingcheng
应门,应,门,,,5.0,5.0,248.5,"['ying', 'men']",yingmen
应急,应,急,178.0,2.25,13.5,8.0,249.0,"['ying', 'ji']",yingji
应许,应,许,,,4.5,6.5,269.5,"['ying', 'xu']",yingxu
应景,应,景,11.0,1.04,8.5,9.5,269.5,"['ying', 'jing']",yingjing
应诊,应,诊,3.0,0.48,6.0,7.0,269.5,"['ying', 'zhen']",yingzhen
应当,应,当,328.0,2.52,5.5,6.5,277.5,"['ying', 'dang']",yingdang
应聘,应,聘,70.0,1.85,5.0,10.0,292.0,"['ying', 'pin']",yingpin
应试,应,试,1.0,0.0,18.5,7.5,292.0,"['ying', 'shi']",yingshi
应该,应,该,37811.0,4.58,4.5,7.5,277.5,"['ying', 'gai']",yinggai
应酬,应,酬,54.0,1.73,7.0,10.0,249.0,"['ying', 'chou']",yingchou
应对,应,对,113.0,2.05,6.5,6.0,291.0,"['ying', 'dui']",yingdui
应征,应,征,62.0,1.79,8.5,7.5,277.5,"['ying', 'zheng']",yingzheng
应战,应,战,22.0,1.34,8.5,8.0,291.5,"['ying', 'zhan']",yingzhan
应声,应,声,10.0,1.0,7.0,7.0,278.0,"['ying', 'sheng']",yingsheng
应邀,应,邀,16.0,1.2,8.0,11.5,278.0,"['ying', 'yao']",yingyao
应变,应,变,15.0,1.18,7.5,7.5,291.5,"['ying', 'bian']",yingbian
应验,应,验,42.0,1.62,11.0,8.5,292.0,"['ying', 'yan']",yingyan
懦夫,懦,夫,407.0,2.61,6.0,10.5,291.0,"['nuo', 'fu']",nuofu
懦弱,懦,弱,141.0,2.15,4.5,13.5,303.5,"['nuo', 'ruo']",nuoruo
戏子,戏,子,11.0,1.04,6.0,4.5,283.5,"['xi', 'zi']",xizi
戏台,戏,台,1.0,0.0,5.0,5.5,262.5,"['xi', 'tai']",xitai
戏份,戏,份,,,6.0,6.0,306.0,"['xi', 'fen']",xifen
戏曲,戏,曲,1.0,0.0,4.5,6.0,283.5,"['xi', 'qu']",xiqu
戏弄,戏,弄,103.0,2.01,3.5,6.5,305.0,"['xi', 'nong']",xinong
戏言,戏,言,4.0,0.6,10.0,6.5,263.0,"['xi', 'yan']",xiyan
戏法,戏,法,70.0,1.85,4.0,7.0,283.5,"['xi', 'fa']",xifa
戏班,戏,班,1.0,0.0,7.0,8.0,291.5,"['xi', 'ban']",xiban
戏迷,戏,迷,13.0,1.11,7.0,7.5,263.0,"['xi', 'mi']",ximi
戏院,戏,院,106.0,2.03,5.5,7.5,306.0,"['xi', 'yuan']",xiyuan
戏票,戏,票,17.0,1.23,3.5,8.5,305.5,"['xi', 'piao']",xipiao
戏棚,戏,棚,,,7.5,9.0,263.0,"['xi', 'peng']",xipeng
戏路,戏,路,,,9.5,9.5,305.5,"['xi', 'lu']",xilu
戏称,戏,称,10.0,1.0,4.0,8.0,292.0,"['xi', 'cheng']",xicheng
戏剧,戏,剧,472.0,2.67,10.5,8.0,306.0,"['xi', 'ju']",xiju
戏码,戏,码,31.0,1.49,5.0,7.0,284.0,"['xi', 'ma']",xima
戴上,戴,上,,,7.0,10.0,305.0,"['dai', 'shang']",daishang
戴帽,戴,帽,,,7.5,14.5,305.0,"['dai', 'mao']",daimao
击中,击,中,647.0,2.81,12.5,4.5,248.5,"['ji', 'zhong']",jizhong
击沉,击,沉,28.0,1.45,13.5,6.0,219.0,"['ji', 'chen']",jichen
击倒,击,倒,233.0,2.37,13.5,7.5,262.5,"['ji', 'dao']",jidao
击破,击,破,32.0,1.51,12.0,7.5,263.0,"['ji', 'po']",jipo
击退,击,退,54.0,1.73,10.0,7.0,262.5,"['ji', 'tui']",jitui
击败,击,败,519.0,2.72,11.5,6.5,263.0,"['ji', 'bai']",jibai
击球,击,球,298.0,2.47,14.0,8.0,219.5,"['ji', 'qiu']",jiqiu
击掌,击,掌,124.0,2.09,10.5,8.5,240.5,"['ji', 'zhang']",jizhang
击毁,击,毁,26.0,1.41,11.0,9.0,241.0,"['ji', 'hui']",jihui
击碎,击,碎,,,13.5,9.0,262.5,"['ji', 'sui']",jisui
击落,击,落,125.0,2.1,13.0,8.5,262.5,"['ji', 'luo']",jiluo
击鼓,击,鼓,14.0,1.15,13.0,9.0,240.5,"['ji', 'gu']",jigu
击溃,击,溃,45.0,1.65,12.0,8.5,262.5,"['ji', 'kui']",jikui
击毙,击,毙,95.0,1.98,22.0,7.5,263.0,"['ji', 'bi']",jibi
挤入,挤,入,,,5.0,5.5,283.5,"['ji', 'ru']",jiru
挤出,挤,出,110.0,2.04,5.0,7.0,270.0,"['ji', 'chu']",jichu
挤奶,挤,奶,,,5.0,7.0,261.0,"['ji', 'nai']",jinai
挤迫,挤,迫,,,5.5,8.5,284.0,"['ji', 'po']",jipo
挤进,挤,进,,,8.0,8.0,283.5,"['ji', 'jin']",jijin
挤满,挤,满,57.0,1.76,4.0,11.0,261.5,"['ji', 'man']",jiman
挤拥,挤,拥,,,9.0,8.5,261.0,"['ji', 'yong']",jiyong
挤压,挤,压,66.0,1.82,5.5,7.5,270.5,"['ji', 'ya']",jiya
擢升,擢,升,,,8.5,10.5,248.0,"['zhuo', 'sheng']",zhuosheng
擦去,擦,去,,,2.5,11.0,290.0,"['ca', 'qu']",caqu
擦汗,擦,汗,,,6.5,11.5,290.0,"['ca', 'han']",cahan
擦亮,擦,亮,38.0,1.58,3.5,13.0,290.0,"['ca', 'liang']",caliang
擦拭,擦,拭,36.0,1.56,15.5,13.0,290.5,"['ca', 'shi']",cashi
擦干,擦,干,,,5.0,10.0,247.5,"['ca', 'gan']",cagan
擦掉,擦,掉,115.0,2.06,3.5,14.0,290.0,"['ca', 'diao']",cadiao
擦黑,擦,黑,,,2.5,14.5,275.0,"['ca', 'hei']",cahei
擦伤,擦,伤,170.0,2.23,3.0,11.5,276.0,"['ca', 'shang']",cashang
擦鞋,擦,鞋,,,7.0,16.0,247.5,"['ca', 'xie']",caxie
擦脸,擦,脸,,,1.5,14.0,268.0,"['ca', 'lian']",calian
擦药,擦,药,,,3.0,13.0,290.5,"['ca', 'yao']",cayao
拟人,拟,人,3.0,0.48,4.0,4.5,240.0,"['ni', 'ren']",niren
拟定,拟,定,22.0,1.34,4.0,7.5,283.0,"['ni', 'ding']",niding
拟订,拟,订,4.0,0.6,4.0,5.5,283.0,"['ni', 'ding']",niding
拟稿,拟,稿,,,3.0,11.0,261.0,"['ni', 'gao']",nigao
拟请,拟,请,,,2.5,8.5,261.5,"['ni', 'qing']",niqing
搁浅,搁,浅,42.0,1.62,6.0,10.0,270.0,"['ge', 'qian']",geqian
搁笔,搁,笔,,,6.5,11.0,270.0,"['ge', 'bi']",gebi
搁置,搁,置,51.0,1.71,15.0,12.5,292.0,"['ge', 'zhi']",gezhi
敛财,敛,财,6.0,0.78,5.5,9.0,262.5,"['lian', 'cai']",liancai
毙命,毙,命,,,13.0,9.0,305.5,"['bi', 'ming']",biming
暧昧,暧,昧,65.0,1.81,7.0,11.5,305.5,"['ai', 'mei']",aimei
曙光,曙,光,62.0,1.79,,11.5,,"['shu', 'guang']",shuguang
檀香,檀,香,9.0,0.95,7.5,13.0,249.0,"['tan', 'xiang']",tanxiang
档次,档,次,74.0,1.87,3.0,8.0,283.0,"['dang', 'ci']",dangci
档案,档,案,1568.0,3.2,5.0,10.0,283.0,"['dang', 'an']",dangan
档期,档,期,,,13.0,11.0,240.5,"['dang', 'qi']",dangqi
检收,检,收,,,7.5,8.5,269.0,"['jian', 'shou']",jianshou
检定,检,定,,,9.5,9.5,283.0,"['jian', 'ding']",jianding
检查,检,查,4967.0,3.7,10.0,10.0,240.0,"['jian', 'cha']",jiancha
检疫,检,疫,28.0,1.45,25.5,10.0,283.5,"['jian', 'yi']",jianyi
检修,检,修,25.0,1.4,9.5,10.0,269.0,"['jian', 'xiu']",jianxiu
检讨,检,讨,18.0,1.26,7.5,8.0,261.5,"['jian', 'tao']",jiantao
检测,检,测,882.0,2.95,9.5,10.0,282.0,"['jian', 'ce']",jiance
检视,检,视,,,21.5,9.5,283.5,"['jian', 'shi']",jianshi
检察,检,察,32.0,1.51,10.0,12.5,240.0,"['jian', 'cha']",jiancha
检阅,检,阅,27.0,1.43,11.5,10.5,282.5,"['jian', 'yue']",jianyue
检举,检,举,61.0,1.79,10.0,10.0,261.5,"['jian', 'ju']",jianju
检点,检,点,30.0,1.48,9.0,10.0,261.0,"['jian', 'dian']",jiandian
检验,检,验,386.0,2.59,14.0,10.5,283.5,"['jian', 'yan']",jianyan
僵尸,僵,尸,423.0,2.63,9.0,9.0,277.5,"['jiang', 'shi']",jiangshi
毡子,毡,子,5.0,0.7,5.0,6.0,269.0,"['zhan', 'zi']",zhanzi
涩味,涩,味,,,9.5,9.0,304.5,"['se', 'wei']",sewei
湿地,湿,地,27.0,1.43,10.0,9.0,292.0,"['shi', 'di']",shidi
湿度,湿,度,38.0,1.58,9.0,10.5,292.0,"['shi', 'du']",shidu
湿气,湿,气,11.0,1.04,11.5,8.0,292.0,"['shi', 'qi']",shiqi
湿疹,湿,疹,18.0,1.26,7.0,11.0,269.5,"['shi', 'zhen']",shizhen
湿透,湿,透,,,5.5,11.0,291.5,"['shi', 'tou']",shitou
湿润,湿,润,42.0,1.62,6.0,11.0,290.5,"['shi', 'run']",shirun
湿热,湿,热,,,5.5,11.0,291.0,"['shi', 're']",shire
济助,济,助,,,17.0,8.0,306.0,"['ji', 'zhu']",jizhu
济困,济,困,1.0,0.0,12.5,8.0,305.5,"['ji', 'kun']",jikun
济急,济,急,,,21.5,9.0,263.0,"['ji', 'ji']",jiji
济贫,济,贫,,,14.0,8.5,263.0,"['ji', 'pin']",jipin
濡染,濡,染,,,,13.0,,"['ru', 'ran']",ruran
滥用,滥,用,215.0,2.33,2.0,9.0,304.5,"['lan', 'yong']",lanyong
滥交,滥,交,,,8.0,9.5,291.0,"['lan', 'jiao']",lanjiao
滥伐,滥,伐,1.0,0.0,2.5,9.5,291.0,"['lan', 'fa']",lanfa
滥取,滥,取,,,2.5,10.5,283.0,"['lan', 'qu']",lanqu
滥情,滥,情,,,2.5,12.0,262.5,"['lan', 'qing']",lanqing
滥调,滥,调,,,3.5,11.5,305.0,"['lan', 'diao']",landiao
营火,营,火,7.0,0.85,7.0,7.5,240.5,"['ying', 'huo']",yinghuo
营地,营,地,746.0,2.87,10.5,8.5,263.0,"['ying', 'di']",yingdi
营利,营,利,14.0,1.15,17.0,9.0,263.0,"['ying', 'li']",yingli
营房,营,房,32.0,1.51,7.0,9.5,220.0,"['ying', 'fang']",yingfang
营长,营,长,5.0,0.7,6.5,7.5,240.5,"['ying', 'zhang']",yingzhang
营建,营,建,1.0,0.0,15.0,9.5,262.5,"['ying', 'jian']",yingjian
营救,营,救,231.0,2.36,11.0,11.0,262.5,"['ying', 'jiu']",yingjiu
营造,营,造,77.0,1.89,8.5,10.5,262.5,"['ying', 'zao']",yingzao
营业,营,业,191.0,2.28,10.0,8.0,263.0,"['ying', 'ye']",yingye
营运,营,运,12.0,1.08,8.5,9.0,262.5,"['ying', 'yun']",yingyun
营养,营,养,212.0,2.33,7.5,10.0,241.0,"['ying', 'yang']",yingyang
营办,营,办,,,9.0,7.5,262.5,"['ying', 'ban']",yingban
燥热,燥,热,9.0,0.95,3.5,13.5,304.5,"['zao', 're']",zaore
灿烂,灿,烂,178.0,2.25,2.0,8.0,306.0,"['can', 'lan']",canlan
烛台,烛,台,52.0,1.72,4.5,7.5,219.5,"['zhu', 'tai']",zhutai
烛光,烛,光,65.0,1.81,3.5,8.0,248.5,"['zhu', 'guang']",zhuguang
烛芯,烛,芯,,,7.0,8.5,248.0,"['zhu', 'xin']",zhuxin
烛影,烛,影,,,4.0,12.5,241.0,"['zhu', 'ying']",zhuying
烛烬,烛,烬,,,7.5,10.0,262.5,"['zhu', 'jin']",zhujin
烩饭,烩,饭,,,10.5,8.5,306.0,"['hui', 'fan']",huifan
爵士,爵,士,1050.0,3.02,21.0,10.0,262.0,"['jue', 'shi']",jueshi
爵位,爵,位,13.0,1.11,13.0,12.0,262.0,"['jue', 'wei']",juewei
墙角,墙,角,45.0,1.65,8.0,10.5,240.5,"['qiang', 'jiao']",qiangjiao
墙纸,墙,纸,54.0,1.73,8.0,10.5,241.0,"['qiang', 'zhi']",qiangzhi
墙脚,墙,脚,4.0,0.6,8.0,12.5,240.5,"['qiang', 'jiao']",qiangjiao
墙隙,墙,隙,,,5.5,13.0,263.0,"['qiang', 'xi']",qiangxi
墙壁,墙,壁,236.0,2.37,15.0,15.0,263.0,"['qiang', 'bi']",qiangbi
获利,获,利,87.0,1.94,18.5,8.5,305.5,"['huo', 'li']",huoli
获取,获,取,312.0,2.49,8.5,9.0,283.0,"['huo', 'qu']",huoqu
获知,获,知,17.0,1.23,12.5,9.0,291.5,"['huo', 'zhi']",huozhi
获准,获,准,53.0,1.72,8.5,10.0,282.0,"['huo', 'zhun']",huozhun
获益,获,益,45.0,1.65,25.5,10.0,305.5,"['huo', 'yi']",huoyi
获得,获,得,2722.0,3.43,7.5,10.5,282.0,"['huo', 'de']",huode
获悉,获,悉,49.0,1.69,19.0,10.5,291.5,"['huo', 'xi']",huoxi
获救,获,救,99.0,2.0,12.5,10.5,305.0,"['huo', 'jiu']",huojiu
获赦,获,赦,,,10.5,10.5,305.5,"['huo', 'she']",huoshe
获胜,获,胜,887.0,2.95,9.5,9.5,305.5,"['huo', 'sheng']",huosheng
获罪,获,罪,,,8.5,11.5,304.5,"['huo', 'zui']",huozui
获颁,获,颁,,,11.0,10.0,291.0,"['huo', 'ban']",huoban
获奖,获,奖,141.0,2.15,9.0,9.5,283.0,"['huo', 'jiang']",huojiang
获选,获,选,,,7.5,9.5,283.0,"['huo', 'xuan']",huoxuan
获释,获,释,37.0,1.57,21.5,11.0,305.5,"['huo', 'shi']",huoshi
环抱,环,抱,6.0,0.78,7.0,8.0,262.5,"['huan', 'bao']",huanbao
环状,环,状,12.0,1.08,5.5,7.5,262.0,"['huan', 'zhuang']",huanzhuang
环保,环,保,232.0,2.37,6.0,8.5,240.5,"['huan', 'bao']",huanbao
环球,环,球,238.0,2.38,8.0,9.5,219.5,"['huan', 'qiu']",huanqiu
环眺,环,眺,,,4.5,9.5,262.5,"['huan', 'tiao']",huantiao
环节,环,节,545.0,2.74,10.0,6.5,220.0,"['huan', 'jie']",huanjie
环游,环,游,124.0,2.09,7.5,10.0,220.0,"['huan', 'you']",huanyou
环境,环,境,1316.0,3.12,9.5,11.0,262.5,"['huan', 'jing']",huanjing
环绕,环,绕,132.0,2.12,4.0,8.5,262.5,"['huan', 'rao']",huanrao
环顾,环,顾,48.0,1.68,5.5,9.0,262.5,"['huan', 'gu']",huangu
疗法,疗,法,412.0,2.61,5.0,7.5,240.0,"['liao', 'fa']",liaofa
疗效,疗,效,27.0,1.43,8.0,8.5,262.0,"['liao', 'xiao']",liaoxiao
疗程,疗,程,152.0,2.18,9.5,9.5,219.5,"['liao', 'cheng']",liaocheng
疗伤,疗,伤,,,6.0,6.5,248.0,"['liao', 'shang']",liaoshang
疗养,疗,养,69.0,1.84,6.0,8.0,240.5,"['liao', 'yang']",liaoyang
痨病,痨,病,1.0,0.0,4.5,11.0,262.5,"['lao', 'bing']",laobing
癌症,癌,症,1050.0,3.02,11.5,13.5,248.5,"['ai', 'zheng']",aizheng
癌瘤,癌,瘤,,,12.0,16.0,220.0,"['ai', 'liu']",ailiu
荡漾,荡,漾,16.0,1.2,3.5,11.5,305.5,"['dang', 'yang']",dangyang
瞪眼,瞪,眼,17.0,1.23,5.0,14.0,283.5,"['deng', 'yan']",dengyan
瞪视,瞪,视,2.0,0.3,17.0,12.5,305.5,"['deng', 'shi']",dengshi
瞬时,瞬,时,11.0,1.04,6.0,12.0,262.0,"['shun', 'shi']",shunshi
瞬间,瞬,间,364.0,2.56,9.0,12.0,290.5,"['shun', 'jian']",shunjian
瞭望,瞭,望,,,3.5,14.0,283.0,"['liao', 'wang']",liaowang
了解,了,解,10127.0,4.01,3.5,7.5,261.5,"['liao', 'jie']",liaojie
瞳孔,瞳,孔,93.0,1.97,5.5,10.5,240.5,"['tong', 'kong']",tongkong
矫正,矫,正,81.0,1.91,8.0,8.0,283.0,"['jiao', 'zheng']",jiaozheng
矫形,矫,形,13.0,1.11,8.0,9.0,240.5,"['jiao', 'xing']",jiaoxing
矫健,矫,健,12.0,1.08,15.0,10.5,283.0,"['jiao', 'jian']",jiaojian
矫情,矫,情,,,7.0,11.0,240.5,"['jiao', 'qing']",jiaoqing
矫捷,矫,捷,1.0,0.0,12.0,11.0,240.5,"['jiao', 'jie']",jiaojie
矫饰,矫,饰,,,20.0,9.5,283.5,"['jiao', 'shi']",jiaoshi
磷酸,磷,酸,21.0,1.32,5.0,15.5,246.5,"['lin', 'suan']",linsuan
礁石,礁,石,47.0,1.67,12.0,11.0,291.0,"['jiao', 'shi']",jiaoshi
禅心,禅,心,,,8.0,8.0,247.0,"['chan', 'xin']",chanxin
禅寺,禅,寺,,,9.0,9.0,261.5,"['chan', 'si']",chansi
禅定,禅,定,,,6.0,10.0,261.5,"['chan', 'ding']",chanding
禅房,禅,房,1.0,0.0,5.0,10.0,219.0,"['chan', 'fang']",chanfang
禅师,禅,师,8.0,0.9,8.5,9.0,248.0,"['chan', 'shi']",chanshi
禅理,禅,理,,,8.0,11.5,240.0,"['chan', 'li']",chanli
禅让,禅,让,,,4.5,8.5,261.0,"['shan', 'rang']",shanrang
簇新,簇,新,2.0,0.3,8.0,15.0,290.0,"['cu', 'xin']",cuxin
糙米,糙,米,5.0,0.7,3.0,11.0,269.5,"['cao', 'mi']",caomi
糙纸,糙,纸,,,6.5,11.5,269.5,"['cao', 'zhi']",caozhi
糜烂,糜,烂,13.0,1.11,5.0,13.0,262.5,"['mi', 'lan']",milan
粪土,粪,土,15.0,1.18,5.0,7.5,284.0,"['fen', 'tu']",fentu
