Word_Sim,Character-1,Character-2,C&B-Subtitle-raw-W,C&B-Subtitle-log-W,HD_M,Stroke-mean-Sim,Neighborhood-mean,pinyin,pinyinword
下体,下,体,45.0,1.65,2.5,5.0,283.5,"['xia', 'ti']",xiati
丫头,丫,头,311.0,2.49,3.5,4.0,249.0,"['ya', 'tou']",yatou
丫环,丫,环,,,6.0,5.5,249.5,"['ya', 'huan']",yahuan
丫鬟,丫,鬟,,,,13.0,279.0,"['ya', 'huan']",yahuan
丸子,丸,子,34.0,1.53,6.0,3.0,240.5,"['wan', 'zi']",wanzi
久候,久,候,,,5.0,6.5,283.0,"['jiu', 'hou']",jiuhou
久经,久,经,,,10.0,5.5,269.0,"['jiu', 'jing']",jiujing
久违,久,违,16.0,1.2,9.5,5.0,240.5,"['jiu', 'wei']",jiuwei
么儿,么,儿,,,5.5,2.5,248.5,"['me', 'er']",meer
乞丐,乞,丐,131.0,2.12,,3.5,262.0,"['qi', 'gai']",qigai
乞求,乞,求,169.0,2.23,7.0,5.0,240.5,"['qi', 'qiu']",qiqiu
乞儿,乞,儿,,,4.0,2.5,240.5,"['qi', 'er']",qier
乞食,乞,食,3.0,0.48,7.5,6.0,241.0,"['qi', 'shi']",qishi
乞讨,乞,讨,60.0,1.78,3.0,4.0,262.0,"['qi', 'tao']",qitao
乞援,乞,援,,,10.0,7.5,241.0,"['qi', 'yuan']",qiyuan
也好,也,好,296.0,2.47,6.0,4.5,283.0,"['ye', 'hao']",yehao
也有,也,有,,,5.0,4.5,262.0,"['ye', 'you']",yeyou
也能,也,能,,,2.5,6.5,239.5,"['ye', 'neng']",yeneng
也许,也,许,26083.0,4.42,2.5,4.5,261.5,"['ye', 'xu']",yexu
也会,也,会,,,9.5,4.5,284.0,"['ye', 'hui']",yehui
亡妻,亡,妻,,,6.0,5.5,248.5,"['wang', 'qi']",wangqi
亡灵,亡,灵,76.0,1.88,10.5,5.0,219.5,"['wang', 'ling']",wangling
凡人,凡,人,154.0,2.19,7.5,2.5,219.5,"['fan', 'ren']",fanren
凡事,凡,事,146.0,2.16,19.5,5.5,263.0,"['fan', 'shi']",fanshi
凡是,凡,是,96.0,1.98,19.5,6.0,263.0,"['fan', 'shi']",fanshi
凡间,凡,间,16.0,1.2,13.0,5.0,248.5,"['fan', 'jian']",fanjian
凡尘,凡,尘,,,9.0,4.5,219.0,"['fan', 'chen']",fanchen
千古,千,古,8.0,0.9,9.5,4.0,269.5,"['qian', 'gu']",qiangu
千金,千,金,49.0,1.69,10.5,5.5,277.5,"['qian', 'jin']",qianjin
千万,千,万,1568.0,3.2,8.0,3.0,292.0,"['qian', 'wan']",qianwan
叉子,叉,子,131.0,2.12,5.5,3.0,269.0,"['cha', 'zi']",chazi
叉手,叉,手,,,4.0,3.5,269.0,"['cha', 'shou']",chashou
叉腰,叉,腰,3.0,0.48,6.5,8.0,277.5,"['cha', 'yao']",chayao
口才,口,才,50.0,1.7,2.5,3.0,240.5,"['kou', 'cai']",koucai
口水,口,水,153.0,2.18,1.0,3.5,260.5,"['kou', 'shui']",koushui
口吃,口,吃,22.0,1.34,3.5,4.5,269.5,"['kou', 'chi']",kouchi
口吻,口,吻,34.0,1.53,1.5,5.0,261.5,"['kou', 'wen']",kouwen
口技,口,技,64.0,1.81,12.5,5.0,283.5,"['kou', 'ji']",kouji
口角,口,角,55.0,1.74,6.0,5.0,261.0,"['kou', 'jue']",koujue
口供,口,供,257.0,2.41,6.5,5.5,269.0,"['kou', 'gong']",kougong
口味,口,味,457.0,2.66,7.0,5.5,283.5,"['kou', 'wei']",kouwei
口岸,口,岸,5.0,0.7,4.0,5.5,283.0,"['kou', 'an']",kouan
口服,口,服,9.0,0.95,9.0,5.5,240.5,"['kou', 'fu']",koufu
口信,口,信,286.0,2.46,1.5,6.0,282.5,"['kou', 'xin']",kouxin
口型,口,型,25.0,1.4,3.0,6.0,240.5,"['kou', 'xing']",kouxing
口红,口,红,245.0,2.39,4.5,4.5,240.0,"['kou', 'hong']",kouhong
口述,口,述,41.0,1.61,5.5,5.5,283.5,"['kou', 'shu']",koushu
口音,口,音,552.0,2.74,4.0,6.0,269.5,"['kou', 'yin']",kouyin
口风,口,风,31.0,1.49,5.0,3.5,269.0,"['kou', 'feng']",koufeng
口哨,口,哨,150.0,2.18,2.5,6.5,283.5,"['kou', 'shao']",koushao
口径,口,径,391.0,2.59,6.5,5.5,283.0,"['kou', 'jing']",koujing
口气,口,气,203.0,2.31,7.0,3.5,283.5,"['kou', 'qi']",kouqi
口袋,口,袋,984.0,2.99,5.5,7.0,283.0,"['kou', 'dai']",koudai
口诀,口,诀,6.0,0.78,7.0,4.5,239.5,"['kou', 'jue']",koujue
口渴,口,渴,134.0,2.13,1.5,7.5,261.5,"['kou', 'ke']",kouke
口琴,口,琴,44.0,1.64,4.5,7.5,239.5,"['kou', 'qin']",kouqin
口腔,口,腔,68.0,1.83,1.5,7.5,269.5,"['kou', 'qiang']",kouqiang
口传,口,传,1.0,0.0,2.0,4.5,240.5,"['kou', 'chuan']",kouchuan
口碑,口,碑,24.0,1.38,3.0,8.0,269.0,"['kou', 'bei']",koubei
口罩,口,罩,35.0,1.54,4.0,8.0,283.0,"['kou', 'zhao']",kouzhao
口号,口,号,112.0,2.05,4.5,4.0,282.5,"['kou', 'hao']",kouhao
口试,口,试,9.0,0.95,15.0,5.5,283.5,"['kou', 'shi']",koushi
口福,口,福,12.0,1.08,9.0,8.0,240.5,"['kou', 'fu']",koufu
口语,口,语,17.0,1.23,5.0,6.0,260.5,"['kou', 'yu']",kouyu
口德,口,德,,,2.0,9.0,239.5,"['kou', 'de']",koude
口齿,口,齿,41.0,1.61,3.0,5.5,261.5,"['kou', 'chi']",kouchi
口头,口,头,93.0,1.97,1.5,4.0,240.0,"['kou', 'tou']",koutou
口译,口,译,4.0,0.6,19.0,5.0,283.5,"['kou', 'yi']",kouyi
土人,土,人,23.0,1.36,4.5,2.5,240.5,"['tu', 'ren']",turen
土地,土,地,1121.0,3.05,7.0,4.5,284.0,"['tu', 'di']",tudi
土法,土,法,2.0,0.3,3.0,5.5,261.5,"['tu', 'fa']",tufa
土匪,土,匪,66.0,1.82,5.0,6.5,262.0,"['tu', 'fei']",tufei
土气,土,气,10.0,1.0,8.5,3.5,284.0,"['tu', 'qi']",tuqi
土堆,土,堆,8.0,0.9,2.5,7.0,269.0,"['tu', 'dui']",tudui
土产,土,产,5.0,0.7,4.0,4.5,261.0,"['tu', 'chan']",tuchan
土著,土,著,101.0,2.0,7.0,7.0,284.0,"['tu', 'zhu']",tuzhu
土葬,土,葬,6.0,0.78,4.0,7.5,283.0,"['tu', 'zang']",tuzang
土话,土,话,4.0,0.6,4.5,5.5,283.5,"['tu', 'hua']",tuhua
土制,土,制,,,13.0,5.5,284.0,"['tu', 'zhi']",tuzhi
土豪,土,豪,,,5.0,8.5,240.0,"['tu', 'hao']",tuhao
土质,土,质,8.0,0.9,8.0,5.5,241.0,"['tu', 'zhi']",tuzhi
土墙,土,墙,2.0,0.3,4.5,8.5,241.0,"['tu', 'qiang']",tuqiang
土壤,土,壤,84.0,1.92,3.0,11.5,261.0,"['tu', 'rang']",turang
士人,士,人,3.0,0.48,17.0,2.5,262.5,"['shi', 'ren']",shiren
士兵,士,兵,1611.0,3.21,15.5,5.0,291.5,"['shi', 'bing']",shibing
士卒,士,卒,1.0,0.0,16.5,5.5,262.5,"['shi', 'zu']",shizu
士官,士,官,152.0,2.18,18.0,5.5,291.5,"['shi', 'guan']",shiguan
士气,士,气,126.0,2.1,21.0,3.5,306.0,"['shi', 'qi']",shiqi
士族,士,族,,,16.5,7.0,262.5,"['shi', 'zu']",shizu
夕阳,夕,阳,59.0,1.77,6.5,4.5,263.0,"['xi', 'yang']",xiyang
大人,大,人,2784.0,3.44,3.0,2.5,262.5,"['da', 'ren']",daren
大力,大,力,126.0,2.1,12.0,2.5,306.0,"['da', 'li']",dali
大小,大,小,378.0,2.58,1.5,3.0,283.5,"['da', 'xiao']",daxiao
大夫,大,夫,654.0,2.82,4.5,3.5,292.0,"['dai', 'fu']",daifu
大户,大,户,5.0,0.7,4.5,3.5,306.0,"['da', 'hu']",dahu
大方,大,方,150.0,2.18,2.5,3.5,292.0,"['da', 'fang']",dafang
大半,大,半,115.0,2.06,4.0,4.0,305.5,"['da', 'ban']",daban
大地,大,地,254.0,2.4,5.5,4.5,306.0,"['da', 'di']",dadi
大多,大,多,204.0,2.31,2.5,4.5,262.5,"['da', 'duo']",daduo
大考,大,考,3.0,0.48,2.5,4.5,283.0,"['da', 'kao']",dakao
大臣,大,臣,121.0,2.08,4.5,4.5,262.0,"['da', 'chen']",dachen
大作,大,作,66.0,1.82,3.0,5.0,305.0,"['da', 'zuo']",dazuo
大批,大,批,37.0,1.57,4.0,5.0,292.0,"['da', 'pi']",dapi
大旱,大,旱,,,6.0,5.0,305.5,"['da', 'han']",dahan
大肚,大,肚,,,4.5,5.0,306.0,"['da', 'du']",dadu
大事,大,事,865.0,2.94,15.0,5.5,306.0,"['da', 'shi']",dashi
大使,大,使,374.0,2.57,4.0,5.5,284.0,"['da', 'shi']",dashi
大典,大,典,8.0,0.9,2.5,5.5,283.5,"['da', 'dian']",dadian
大叔,大,叔,340.0,2.53,3.0,5.5,263.0,"['da', 'shu']",dashu
大抵,大,抵,4.0,0.6,2.5,5.5,284.0,"['da', 'di']",dadi
大于,大,于,64.0,1.81,21.5,3.0,291.0,"['da', 'yu']",dayu
大门,大,门,604.0,2.78,1.5,3.0,262.5,"['da', 'men']",damen
大雨,大,雨,90.0,1.95,5.0,5.5,283.0,"['da', 'yu']",dayu
大型,大,型,420.0,2.62,3.0,6.0,263.0,"['da', 'xing']",daxing
大姨,大,姨,3.0,0.48,8.5,6.0,263.0,"['da', 'yi']",dayi
大洋,大,洋,85.0,1.93,4.0,6.0,263.0,"['da', 'yang']",dayang
大约,大,约,1348.0,3.13,1.5,4.5,291.0,"['da', 'yue']",dayue
大致,大,致,124.0,2.09,11.5,6.5,306.0,"['da', 'zhi']",dazhi
大限,大,限,,,6.5,5.5,306.0,"['da', 'xian']",daxian
大哥,大,哥,787.0,2.9,4.5,6.5,292.0,"['da', 'ge']",dage
大哭,大,哭,,,4.0,6.5,291.5,"['da', 'ku']",daku
大娘,大,娘,11.0,1.04,1.0,6.5,262.0,"['da', 'niang']",daniang
大家,大,家,17458.0,4.24,7.0,6.5,292.0,"['da', 'jia']",dajia
大师,大,师,640.0,2.81,5.5,4.5,292.0,"['da', 'shi']",dashi
大海,大,海,491.0,2.69,1.5,6.5,284.0,"['da', 'hai']",dahai
大堂,大,堂,78.0,1.89,6.5,7.0,263.0,"['da', 'tang']",datang
大专,大,专,11.0,1.04,1.5,3.5,291.5,"['da', 'zhuan']",dazhuan
大败,大,败,16.0,1.2,2.5,5.5,306.0,"['da', 'bai']",dabai
大众,大,众,462.0,2.66,1.5,4.5,305.5,"['da', 'zhong']",dazhong
大都,大,都,46.0,1.66,2.0,6.5,291.5,"['da', 'du']",dadu
大陆,大,陆,319.0,2.5,7.0,5.0,305.5,"['da', 'lu']",dalu
大麦,大,麦,21.0,1.32,2.0,5.0,305.5,"['da', 'mai']",damai
大麻,大,麻,1198.0,3.08,1.5,7.0,263.0,"['da', 'ma']",dama
大喊,大,喊,29.0,1.46,1.5,7.5,283.5,"['da', 'han']",dahan
大幅,大,幅,45.0,1.65,9.0,7.5,263.0,"['da', 'fu']",dafu
大街,大,街,1506.0,3.18,4.5,7.5,292.0,"['da', 'jie']",dajie
大象,大,象,416.0,2.62,3.5,7.0,306.0,"['da', 'xiang']",daxiang
大跌,大,跌,6.0,0.78,5.0,7.5,262.0,"['da', 'die']",dadie
大量,大,量,840.0,2.92,3.0,7.5,305.5,"['da', 'liang']",daliang
大队,大,队,53.0,1.72,3.0,3.5,305.0,"['da', 'dui']",dadui
大妈,大,妈,83.0,1.92,2.0,4.5,292.0,"['da', 'ma']",dama
大嫂,大,嫂,26.0,1.41,1.5,7.5,283.0,"['da', 'sao']",dasao
大厦,大,厦,384.0,2.58,2.5,7.5,305.5,"['da', 'sha']",dasha
大意,大,意,85.0,1.93,19.0,8.0,306.0,"['da', 'yi']",dayi
大会,大,会,648.0,2.81,8.0,4.5,306.0,"['da', 'hui']",dahui
大概,大,概,4804.0,3.68,2.0,8.0,305.5,"['da', 'gai']",dagai
大殿,大,殿,10.0,1.0,6.0,8.0,305.5,"['da', 'dian']",dadian
大烟,大,烟,19.0,1.28,3.0,6.5,292.0,"['da', 'yan']",dayan
大爷,大,爷,113.0,2.05,2.0,4.5,263.0,"['da', 'ye']",daye
大肆,大,肆,100.0,2.0,6.0,8.0,305.5,"['da', 'si']",dasi
大葱,大,葱,4.0,0.6,3.0,7.5,291.0,"['da', 'cong']",dacong
大解,大,解,1.0,0.0,2.5,8.0,284.0,"['da', 'jie']",dajie
大话,大,话,60.0,1.78,3.0,5.5,305.5,"['da', 'hua']",dahua
大道,大,道,688.0,2.84,4.5,7.5,305.5,"['da', 'dao']",dadao
大鼓,大,鼓,3.0,0.48,4.0,8.0,283.5,"['da', 'gu']",dagu
大漠,大,漠,3.0,0.48,7.0,8.0,306.0,"['da', 'mo']",damo
大汉,大,汉,11.0,1.04,6.0,4.0,305.5,"['da', 'han']",dahan
大纲,大,纲,25.0,1.4,4.0,5.0,291.5,"['da', 'gang']",dagang
大腿,大,腿,291.0,2.46,1.0,8.0,283.5,"['da', 'tui']",datui
大蒜,大,蒜,110.0,2.04,1.5,8.0,305.0,"['da', 'suan']",dasuan
大楼,大,楼,1226.0,3.09,2.0,8.0,262.5,"['da', 'lou']",dalou
大学,大,学,4455.0,3.65,1.0,5.5,263.0,"['da', 'xue']",daxue
大战,大,战,338.0,2.53,5.0,6.0,305.5,"['da', 'zhan']",dazhan
大选,大,选,99.0,2.0,1.0,6.0,283.5,"['da', 'xuan']",daxuan
大戏,大,戏,12.0,1.08,3.5,4.5,306.0,"['da', 'xi']",daxi
大声,大,声,741.0,2.87,3.5,5.0,292.0,"['da', 'sheng']",dasheng
大胆,大,胆,396.0,2.6,1.5,6.0,283.5,"['da', 'dan']",dadan
大举,大,举,10.0,1.0,3.5,6.0,284.0,"['da', 'ju']",daju
大赛,大,赛,797.0,2.9,1.0,8.5,305.0,"['da', 'sai']",dasai
大体,大,体,31.0,1.49,1.0,5.0,284.0,"['da', 'ti']",dati
大厅,大,厅,744.0,2.87,2.0,3.5,291.5,"['da', 'ting']",dating
女人,女,人,14388.0,4.16,3.5,2.5,239.0,"['nv', 'ren']",nvren
女士,女,士,10544.0,4.02,15.5,3.0,282.5,"['nv', 'shi']",nvshi
女子,女,子,706.0,2.85,4.0,3.0,260.0,"['nv', 'zi']",nvzi
女工,女,工,67.0,1.83,7.0,3.0,268.0,"['nv', 'gong']",nvgong
女友,女,友,1200.0,3.08,4.0,3.5,260.5,"['nv', 'you']",nvyou
女王,女,王,1210.0,3.08,2.0,3.5,239.0,"['nv', 'wang']",nvwang
女生,女,生,1690.0,3.23,4.0,4.0,268.5,"['nv', 'sheng']",nvsheng
女色,女,色,15.0,1.18,4.0,4.5,281.0,"['nv', 'se']",nvse
女巫,女,巫,425.0,2.63,5.5,5.0,239.5,"['nv', 'wu']",nvwu
女儿,女,儿,8450.0,3.93,2.5,2.5,239.0,"['nv', 'er']",nver
女性,女,性,2080.0,3.32,3.5,5.5,282.5,"['nv', 'xing']",nvxing
女侠,女,侠,1.0,0.0,7.0,5.5,239.0,"['nv', 'xia']",nvxia
女孩,女,孩,13197.0,4.12,2.5,6.0,239.5,"['nv', 'hai']",nvhai
女星,女,星,47.0,1.67,4.0,6.0,268.5,"['nv', 'xing']",nvxing
女皇,女,皇,151.0,2.18,6.5,6.0,239.0,"['nv', 'huang']",nvhuang
女郎,女,郎,736.0,2.87,4.0,5.5,239.0,"['nv', 'lang']",nvlang
女校,女,校,,,5.0,6.5,282.0,"['nv', 'xiao']",nvxiao
女神,女,神,489.0,2.69,2.0,6.0,239.5,"['nv', 'shen']",nvshen
女将,女,将,4.0,0.6,5.0,6.0,268.0,"['nv', 'jiang']",nvjiang
女婿,女,婿,106.0,2.03,6.5,7.5,282.0,"['nv', 'xu']",nvxu
女厕,女,厕,17.0,1.23,2.5,5.5,282.0,"['nv', 'ce']",nvce
女佣,女,佣,209.0,2.32,2.0,5.0,281.5,"['nv', 'yong']",nvyong
女装,女,装,107.0,2.03,3.0,7.5,267.5,"['nv', 'zhuang']",nvzhuang
女仆,女,仆,232.0,2.37,3.0,3.5,268.5,"['nv', 'pu']",nvpu
女警,女,警,43.0,1.63,5.5,11.0,260.0,"['nv', 'jing']",nvjing
女权,女,权,89.0,1.95,5.5,4.5,239.5,"['nv', 'quan']",nvquan
子女,子,女,109.0,2.04,4.0,3.0,260.0,"['zi', 'nv']",zinv
子民,子,民,84.0,1.92,5.0,4.0,239.5,"['zi', 'min']",zimin
子夜,子,夜,23.0,1.36,7.5,5.5,283.5,"['zi', 'ye']",ziye
子孙,子,孙,66.0,1.82,4.0,4.5,269.0,"['zi', 'sun']",zisun
子宫,子,宫,212.0,2.33,9.0,6.0,269.0,"['zi', 'gong']",zigong
子时,子,时,,,8.0,5.0,240.5,"['zi', 'shi']",zishi
子弹,子,弹,2488.0,3.4,8.0,7.0,283.0,"['zi', 'dan']",zidan
小人,小,人,168.0,2.23,3.5,2.5,240.0,"['xiao', 'ren']",xiaoren
小子,小,子,4818.0,3.68,4.0,3.0,261.0,"['xiao', 'zi']",xiaozi
小丑,小,丑,972.0,2.99,2.0,3.5,261.5,"['xiao', 'chou']",xiaochou
小心,小,心,7022.0,3.85,5.5,3.5,268.5,"['xiao', 'xin']",xiaoxin
小巧,小,巧,52.0,1.72,2.0,4.0,261.5,"['xiao', 'qiao']",xiaoqiao
小吃,小,吃,96.0,1.98,4.0,4.5,269.5,"['xiao', 'chi']",xiaochi
小考,小,考,,,3.0,4.5,260.5,"['xiao', 'kao']",xiaokao
小舟,小,舟,4.0,0.6,3.5,4.5,269.5,"['xiao', 'zhou']",xiaozhou
小弟,小,弟,229.0,2.36,6.0,5.0,283.5,"['xiao', 'di']",xiaodi
小儿,小,儿,47.0,1.67,2.5,2.5,240.0,"['xiao', 'er']",xiaoer
小妹,小,妹,37.0,1.57,4.5,5.5,283.0,"['xiao', 'mei']",xiaomei
小姐,小,姐,8423.0,3.93,3.0,5.5,261.5,"['xiao', 'jie']",xiaojie
小于,小,于,26.0,1.41,22.0,3.0,268.5,"['xiao', 'yu']",xiaoyu
小便,小,便,204.0,2.31,4.5,6.0,283.0,"['xiao', 'bian']",xiaobian
小品,小,品,235.0,2.37,1.5,6.0,261.5,"['xiao', 'pin']",xiaopin
小型,小,型,332.0,2.52,3.5,6.0,240.5,"['xiao', 'xing']",xiaoxing
小孩,小,孩,3859.0,3.59,2.5,6.0,240.5,"['xiao', 'hai']",xiaohai
小屋,小,屋,450.0,2.65,4.0,6.0,269.5,"['xiao', 'wu']",xiaowu
小看,小,看,100.0,2.0,2.0,6.0,283.0,"['xiao', 'kan']",xiaokan
小径,小,径,36.0,1.56,7.0,5.5,283.0,"['xiao', 'jing']",xiaojing
小时,小,时,11709.0,4.07,6.0,5.0,240.5,"['xiao', 'shi']",xiaoshi
小气,小,气,116.0,2.06,7.5,3.5,283.5,"['xiao', 'qi']",xiaoqi
小偷,小,偷,572.0,2.76,1.5,7.0,269.0,"['xiao', 'tou']",xiaotou
小组,小,组,1655.0,3.22,3.5,5.5,261.0,"['xiao', 'zu']",xiaozu
小贩,小,贩,55.0,1.74,4.0,5.5,283.5,"['xiao', 'fan']",xiaofan
小趾,小,趾,1.0,0.0,6.5,7.0,261.5,"['xiao', 'zhi']",xiaozhi
小鸟,小,鸟,315.0,2.5,2.0,4.0,260.5,"['xiao', 'niao']",xiaoniao
小麦,小,麦,96.0,1.98,2.5,5.0,283.0,"['xiao', 'mai']",xiaomai
小湖,小,湖,1.0,0.0,6.0,7.5,240.5,"['xiao', 'hu']",xiaohu
小菜,小,菜,128.0,2.11,2.0,7.0,283.5,"['xiao', 'cai']",xiaocai
小费,小,费,401.0,2.6,5.0,6.0,283.5,"['xiao', 'fei']",xiaofei
小楷,小,楷,,,3.0,8.0,260.5,"['xiao', 'kai']",xiaokai
小溪,小,溪,113.0,2.05,13.0,8.0,269.5,"['xiao', 'xi']",xiaoxi
小节,小,节,39.0,1.59,7.5,4.0,240.5,"['xiao', 'jie']",xiaojie
小艇,小,艇,29.0,1.46,3.0,7.5,261.0,"['xiao', 'ting']",xiaoting
小解,小,解,9.0,0.95,3.0,8.0,261.5,"['xiao', 'jie']",xiaojie
小凳,小,凳,,,3.5,8.5,283.0,"['xiao', 'deng']",xiaodeng
小睡,小,睡,,,2.5,8.0,282.5,"['xiao', 'shui']",xiaoshui
小腿,小,腿,49.0,1.69,1.5,8.0,261.0,"['xiao', 'tui']",xiaotui
小说,小,说,971.0,2.99,1.5,6.0,268.5,"['xiao', 'shuo']",xiaoshuo
小写,小,写,6.0,0.78,2.0,4.0,261.5,"['xiao', 'xie']",xiaoxie
小数,小,数,5.0,0.7,5.5,8.0,261.5,"['xiao', 'shu']",xiaoshu
小调,小,调,45.0,1.65,3.5,6.5,283.0,"['xiao', 'diao']",xiaodiao
小学,小,学,339.0,2.53,1.5,5.5,240.5,"['xiao', 'xue']",xiaoxue
小镇,小,镇,879.0,2.94,4.5,9.0,283.0,"['xiao', 'zhen']",xiaozhen
山川,山,川,15.0,1.18,7.5,3.0,277.5,"['shan', 'chuan']",shanchuan
山水,山,水,10.0,1.0,6.5,3.5,268.5,"['shan', 'shui']",shanshui
山丘,山,丘,58.0,1.76,8.5,4.0,277.0,"['shan', 'qiu']",shanqiu
山地,山,地,61.0,1.79,11.0,4.5,291.5,"['shan', 'di']",shandi
山羊,山,羊,302.0,2.48,9.5,4.5,248.5,"['shan', 'yang']",shanyang
山芋,山,芋,40.0,1.6,27.0,4.5,276.5,"['shan', 'yu']",shanyu
山谷,山,谷,230.0,2.36,9.5,5.0,269.0,"['shan', 'gu']",shangu
山坡,山,坡,63.0,1.8,7.0,5.5,277.5,"['shan', 'po']",shanpo
山林,山,林,23.0,1.36,10.5,5.5,247.0,"['shan', 'lin']",shanlin
山河,山,河,11.0,1.04,12.0,5.5,248.0,"['shan', 'he']",shanhe
山城,山,城,10.0,1.0,11.5,6.0,248.5,"['shan', 'cheng']",shancheng
山洞,山,洞,151.0,2.18,9.0,6.0,291.0,"['shan', 'dong']",shandong
山峰,山,峰,41.0,1.61,10.5,6.5,277.0,"['shan', 'feng']",shanfeng
山径,山,径,2.0,0.3,12.0,5.5,291.0,"['shan', 'jing']",shanjing
山脉,山,脉,120.0,2.08,12.5,6.0,291.5,"['shan', 'mai']",shanmai
山脊,山,脊,88.0,1.94,9.0,6.5,269.5,"['shan', 'ji']",shanji
山区,山,区,59.0,1.77,11.0,3.5,277.0,"['shan', 'qu']",shanqu
山崖,山,崖,16.0,1.2,8.5,7.0,249.0,"['shan', 'ya']",shanya
山岗,山,岗,8.0,0.9,9.5,5.0,277.0,"['shan', 'gang']",shangang
山庄,山,庄,80.0,1.9,8.0,4.5,276.5,"['shan', 'zhuang']",shanzhuang
山野,山,野,5.0,0.7,8.0,7.0,269.5,"['shan', 'ye']",shanye
山顶,山,顶,162.0,2.21,7.5,5.5,269.0,"['shan', 'ding']",shanding
山势,山,势,,,20.5,5.5,291.5,"['shan', 'shi']",shanshi
山楂,山,楂,3.0,0.48,,8.0,277.0,"['shan', 'zha']",shanzha
山沟,山,沟,8.0,0.9,7.5,5.0,277.0,"['shan', 'gou']",shangou
山溪,山,溪,,,18.0,8.0,277.5,"['shan', 'xi']",shanxi
山腰,山,腰,5.0,0.7,10.0,8.0,277.5,"['shan', 'yao']",shanyao
山脚,山,脚,14.0,1.15,11.5,7.0,269.0,"['shan', 'jiao']",shanjiao
山贼,山,贼,,,6.5,6.5,247.0,"['shan', 'zei']",shanzei
山路,山,路,39.0,1.59,12.5,8.0,291.0,"['shan', 'lu']",shanlu
山寨,山,寨,15.0,1.18,7.0,8.5,291.0,"['shan', 'zhai']",shanzhai
山歌,山,歌,2.0,0.3,10.0,8.5,277.5,"['shan', 'ge']",shange
山涧,山,涧,1.0,0.0,,6.5,277.0,"['shan', 'jian']",shanjian
山头,山,头,32.0,1.51,7.0,4.0,248.0,"['shan', 'tou']",shantou
山岭,山,岭,6.0,0.78,7.0,5.5,269.5,"['shan', 'ling']",shanling
山峦,山,峦,15.0,1.18,8.5,6.0,248.5,"['shan', 'luan']",shanluan
山巅,山,巅,4.0,0.6,8.0,11.0,277.0,"['shan', 'dian']",shandian
工人,工,人,617.0,2.79,8.5,2.5,248.0,"['gong', 'ren']",gongren
工友,工,友,10.0,1.0,9.0,3.5,269.5,"['gong', 'you']",gongyou
工夫,工,夫,132.0,2.12,10.0,3.5,277.5,"['gong', 'fu']",gongfu
工匠,工,匠,36.0,1.56,8.5,4.5,291.0,"['gong', 'jiang']",gongjiang
工地,工,地,180.0,2.26,11.0,4.5,291.5,"['gong', 'di']",gongdi
工作,工,作,30191.0,4.48,8.5,5.0,290.5,"['gong', 'zuo']",gongzuo
工序,工,序,4.0,0.6,11.5,5.0,291.0,"['gong', 'xu']",gongxu
工具,工,具,1045.0,3.02,13.5,5.5,291.5,"['gong', 'ju']",gongju
工科,工,科,4.0,0.6,11.5,6.0,277.5,"['gong', 'ke']",gongke
工时,工,时,10.0,1.0,11.0,5.0,248.5,"['gong', 'shi']",gongshi
工专,工,专,,,7.0,3.5,277.0,"['gong', 'zhuan']",gongzhuan
工场,工,场,32.0,1.51,7.5,4.5,269.5,"['gong', 'chang']",gongchang
工程,工,程,405.0,2.61,11.5,7.5,248.5,"['gong', 'cheng']",gongcheng
工会,工,会,194.0,2.29,13.5,4.5,291.5,"['gong', 'hui']",gonghui
工业,工,业,298.0,2.47,10.5,4.0,291.5,"['gong', 'ye']",gongye
工蜂,工,蜂,15.0,1.18,10.5,8.0,277.0,"['gong', 'feng']",gongfeng
工资,工,资,601.0,2.78,12.5,6.5,277.0,"['gong', 'zi']",gongzi
工厂,工,厂,992.0,3.0,7.5,2.5,269.5,"['gong', 'chang']",gongchang
工潮,工,潮,,,7.5,9.0,248.0,"['gong', 'chao']",gongchao
工整,工,整,9.0,0.95,7.0,9.5,269.0,"['gong', 'zheng']",gongzheng
工钱,工,钱,91.0,1.96,10.0,6.5,248.5,"['gong', 'qian']",gongqian
工艺,工,艺,47.0,1.67,24.5,3.5,291.5,"['gong', 'yi']",gongyi
工党,工,党,6.0,0.78,7.5,6.5,269.0,"['gong', 'dang']",gongdang
已故,已,故,112.0,2.05,6.0,6.0,283.5,"['yi', 'gu']",yigu
已婚,已,婚,340.0,2.53,5.5,7.0,269.5,"['yi', 'hun']",yihun
已经,已,经,51772.0,4.71,11.0,5.5,269.5,"['yi', 'jing']",yijing
干戈,干,戈,11.0,1.04,8.0,3.5,249.0,"['gan', 'ge']",gange
干犯,干,犯,,,7.0,4.0,263.0,"['gan', 'fan']",ganfan
干涉,干,涉,354.0,2.55,7.5,6.5,263.0,"['gan', 'she']",ganshe
干预,干,预,142.0,2.15,25.0,6.5,248.0,"['gan', 'yu']",ganyu
干扰,干,扰,496.0,2.7,4.5,5.0,240.5,"['gan', 'rao']",ganrao
弓箭,弓,箭,108.0,2.03,15.5,9.0,291.0,"['gong', 'jian']",gongjian
才女,才,女,12.0,1.08,3.0,3.0,239.5,"['cai', 'nv']",cainv
才子,才,子,12.0,1.08,5.0,3.0,240.5,"['cai', 'zi']",caizi
才俊,才,俊,6.0,0.78,5.0,6.0,262.0,"['cai', 'jun']",caijun
才气,才,气,19.0,1.28,8.5,3.5,263.0,"['cai', 'qi']",caiqi
