Char,Stroke,HD,Num-neighbor,C&B_raw,C&B_log
贷,9,10.0,305.0,746.0,2.87
费,9,8.0,306.0,12016.0,4.08
贴,9,3.0,276.0,2216.0,3.35
贸,9,5.0,305.0,383.0,2.58
贺,9,6.0,305.0,2097.0,3.32
趁,12,3.0,304.0,992.0,3.0
超,12,3.0,277.0,11589.0,4.06
越,12,9.0,304.0,12031.0,4.08
跋,12,,,91.0,1.96
跌,12,9.0,218.0,634.0,2.8
跑,12,1.0,262.0,15495.0,4.19
跛,12,1.0,262.0,80.0,1.9
距,11,15.0,306.0,1821.0,3.26
轴,9,1.0,220.0,319.0,2.5
轶,9,,,48.0,1.68
辜,12,,,1839.0,3.26
逮,11,10.0,305.0,3247.0,3.51
进,7,10.0,305.0,55676.0,4.75
逸,11,37.0,306.0,392.0,2.59
邮,7,8.0,220.0,2666.0,3.43
乡,3,7.0,278.0,2509.0,3.4
酣,12,4.0,279.0,20.0,1.3
酥,12,3.0,277.0,231.0,2.36
量,12,5.0,305.0,12973.0,4.11
钝,9,7.0,305.0,390.0,2.59
钩,9,3.0,277.0,677.0,2.83
钞,9,3.0,277.0,621.0,2.79
钮,9,4.0,261.0,563.0,2.75
钧,9,5.0,276.0,26.0,1.41
钙,9,3.0,305.0,113.0,2.05
开,4,3.0,276.0,126802.0,5.1
闰,7,2.0,303.0,6.0,0.78
闲,7,9.0,220.0,2002.0,3.3
间,7,16.0,277.0,60047.0,4.78
阳,6,7.0,220.0,4200.0,3.62
隆,11,8.0,217.0,1725.0,3.24
队,4,5.0,304.0,27111.0,4.43
阶,6,8.0,278.0,1535.0,3.19
雄,12,2.0,218.0,3641.0,3.56
雅,12,2.0,263.0,3113.0,3.49
集,12,19.0,220.0,11403.0,4.06
云,4,3.0,219.0,1609.0,3.21
韧,7,6.0,305.0,168.0,2.23
项,9,6.0,306.0,5537.0,3.74
顺,9,2.0,304.0,6884.0,3.84
须,9,8.0,277.0,19946.0,4.3
饭,7,6.0,306.0,10037.0,4.0
饮,7,5.0,262.0,1811.0,3.26
黄,11,11.0,219.0,3694.0,3.57
黑,12,3.0,275.0,13220.0,4.12
乱,7,1.0,304.0,8384.0,3.92
催,13,3.0,276.0,914.0,2.96
傲,12,4.0,305.0,2748.0,3.44
传,6,3.0,220.0,13084.0,4.12
债,10,2.0,305.0,1180.0,3.07
伤,6,4.0,277.0,22147.0,4.35
傻,13,1.0,262.0,7842.0,3.89
倾,10,9.0,278.0,1781.0,3.25
仅,4,6.0,261.0,7927.0,3.9
铲,11,4.0,260.0,474.0,2.68
剿,13,11.0,261.0,21.0,1.32
募,12,12.0,304.0,491.0,2.69
势,8,29.0,306.0,4547.0,3.66
勤,13,8.0,218.0,1110.0,3.05
汇,5,15.0,306.0,1737.0,3.24
嗅,13,6.0,305.0,334.0,2.52
呛,7,1.0,306.0,197.0,2.29
吗,6,3.0,278.0,253338.0,5.4
嗓,13,2.0,261.0,658.0,2.82
呜,7,6.0,278.0,607.0,2.78
嗜,13,29.0,306.0,309.0,2.49
园,7,15.0,220.0,5748.0,3.76
圆,10,15.0,220.0,1825.0,3.26
塌,13,7.0,277.0,768.0,2.89
塑,13,9.0,305.0,1284.0,3.11
涂,10,8.0,220.0,1984.0,3.3
塞,13,6.0,303.0,5309.0,3.73
填,13,6.0,219.0,1358.0,3.13
奥,12,4.0,305.0,8689.0,3.94
媲,13,,,42.0,1.62
媳,13,9.0,220.0,107.0,2.03
妈,6,3.0,278.0,79529.0,4.9
嫁,13,5.0,306.0,2163.0,3.34
嫂,12,2.0,260.0,106.0,2.03
嫉,13,19.0,220.0,1298.0,3.11
嫌,13,9.0,220.0,3209.0,3.51
廉,13,7.0,219.0,1417.0,3.15
弑,12,29.0,306.0,23.0,1.36
彷,7,3.0,219.0,50.0,1.7
微,13,13.0,220.0,4453.0,3.65
想,13,4.0,262.0,247453.0,5.39
惹,12,2.0,260.0,3253.0,3.51
愁,13,6.0,220.0,433.0,2.64
愈,13,42.0,276.0,1158.0,3.06
意,13,37.0,306.0,103354.0,5.01
愚,13,42.0,276.0,2721.0,3.43
爱,10,7.0,306.0,65256.0,4.81
感,13,7.0,260.0,61054.0,4.79
愧,12,5.0,305.0,926.0,2.97
慈,13,9.0,219.0,2088.0,3.32
慌,12,2.0,277.0,1318.0,3.12
慎,13,5.0,306.0,728.0,2.86
损,10,2.0,259.0,2774.0,3.44
搏,13,15.0,220.0,939.0,2.97
搓,12,4.0,276.0,99.0,2.0
搔,12,4.0,276.0,52.0,1.72
摇,13,9.0,220.0,3589.0,3.55
捣,10,6.0,261.0,701.0,2.85
搜,12,5.0,275.0,4219.0,3.63
搞,13,3.0,261.0,18599.0,4.27
搬,13,8.0,277.0,5365.0,3.73
搭,12,5.0,278.0,4736.0,3.68
搵,13,,,,
抢,7,2.0,262.0,4907.0,3.69
搽,12,6.0,219.0,34.0,1.53
敬,12,12.0,305.0,3844.0,3.58
斟,13,11.0,277.0,67.0,1.83
新,13,9.0,276.0,35497.0,4.55
晕,10,1.0,277.0,1697.0,3.23
暖,13,1.0,259.0,1680.0,3.23
暗,13,7.0,305.0,5176.0,3.71
会,6,15.0,306.0,321488.0,5.51
椰,12,3.0,220.0,290.0,2.46
杨,7,7.0,220.0,323.0,2.51
枫,8,9.0,277.0,137.0,2.14
楞,13,2.0,304.0,16.0,1.2
业,5,9.0,306.0,13928.0,4.14
极,7,19.0,220.0,11391.0,4.06
楷,13,4.0,260.0,49.0,1.69
概,13,3.0,305.0,5532.0,3.74
歇,13,3.0,278.0,1522.0,3.18
岁,6,8.0,305.0,12744.0,4.11
殿,13,11.0,305.0,1372.0,3.14
毁,13,3.0,262.0,7225.0,3.86
毽,12,,,2.0,0.3
溏,13,12.0,220.0,3.0,0.48
源,13,15.0,220.0,3568.0,3.55
溜,13,2.0,278.0,1731.0,3.24
沟,7,3.0,277.0,927.0,2.97
溢,13,37.0,306.0,295.0,2.47
溪,13,24.0,278.0,322.0,2.51
温,12,2.0,278.0,4828.0,3.68
溯,13,9.0,305.0,177.0,2.25
溶,13,12.0,217.0,282.0,2.45
溺,13,5.0,305.0,364.0,2.56
沧,7,4.0,276.0,40.0,1.6
灭,5,3.0,304.0,3546.0,3.55
滑,12,5.0,219.0,3523.0,3.55
炼,9,7.0,305.0,813.0,2.91
煎,13,16.0,277.0,820.0,2.91
烟,10,5.0,278.0,5276.0,3.72
煞,13,2.0,306.0,193.0,2.29
煤,13,13.0,219.0,461.0,2.66
照,13,7.0,305.0,24253.0,4.38
烦,10,10.0,220.0,12442.0,4.09
煲,13,7.0,305.0,35.0,1.54
爷,6,3.0,220.0,4461.0,3.65
猿,13,15.0,220.0,188.0,2.27
狮,9,10.0,278.0,905.0,2.96
瑕,13,12.0,219.0,187.0,2.27
瑜,13,42.0,276.0,273.0,2.44
瑟,13,6.0,303.0,3364.0,3.53
当,6,3.0,277.0,80228.0,4.9
畸,13,22.0,278.0,147.0,2.17
痱,13,8.0,306.0,10.0,1.0
痳,13,,,,
痴,13,6.0,278.0,4061.0,3.61
瘀,13,42.0,276.0,190.0,2.28
盟,13,5.0,219.0,1847.0,3.27
睁,11,9.0,277.0,1331.0,3.12
督,13,2.0,278.0,2282.0,3.36
睦,13,12.0,304.0,117.0,2.07
睪,13,9.0,277.0,11.0,1.04
睫,13,,,172.0,2.24
矮,13,3.0,262.0,884.0,2.95
碉,13,,,62.0,1.79
碎,13,8.0,305.0,3520.0,3.55
碑,13,5.0,277.0,351.0,2.55
碗,13,7.0,262.0,1145.0,3.06
碘,13,4.0,261.0,51.0,1.71
碰,13,1.0,306.0,7601.0,3.88
禁,13,10.0,305.0,3705.0,3.57
禽,12,8.0,218.0,411.0,2.61
稚,13,22.0,306.0,337.0,2.53
禀,13,7.0,261.0,58.0,1.76
稠,13,6.0,220.0,42.0,1.62
筲,13,6.0,278.0,1.0,0.0
筷,13,7.0,303.0,92.0,1.96
节,5,13.0,220.0,17377.0,4.24
粤,12,9.0,304.0,11.0,1.04
绢,10,6.0,304.0,78.0,1.89
绑,9,4.0,261.0,3810.0,3.58
经,8,14.0,277.0,80207.0,4.9
罩,13,7.0,305.0,1260.0,3.1
罪,13,3.0,304.0,14242.0,4.15
置,13,22.0,306.0,9009.0,3.95
署,13,9.0,262.0,1227.0,3.09
群,13,2.0,217.0,4880.0,3.69
羡,12,12.0,306.0,297.0,2.47
义,3,37.0,306.0,9488.0,3.98
圣,5,5.0,306.0,12173.0,4.09
聘,13,2.0,306.0,455.0,2.66
肆,13,11.0,305.0,319.0,2.5
腥,13,6.0,278.0,372.0,2.57
脑,10,3.0,261.0,13934.0,4.14
肿,8,4.0,261.0,1176.0,3.07
腮,13,3.0,276.0,76.0,1.88
腰,13,8.0,278.0,1198.0,3.08
脚,11,11.0,261.0,7454.0,3.87
肠,7,4.0,220.0,1566.0,3.19
腹,13,16.0,306.0,873.0,2.94
舅,13,11.0,305.0,585.0,2.77
万,3,4.0,306.0,18335.0,4.26
落,12,7.0,305.0,10041.0,4.0
叶,5,9.0,306.0,1525.0,3.18
葡,12,9.0,220.0,1098.0,3.04
董,12,2.0,261.0,941.0,2.97
葫,12,10.0,220.0,54.0,1.73
葬,12,4.0,304.0,1988.0,3.3
葱,12,5.0,276.0,390.0,2.59
葵,12,5.0,219.0,212.0,2.33
虏,8,6.0,261.0,213.0,2.33
号,5,8.0,304.0,21571.0,4.33
蜕,13,3.0,304.0,49.0,1.69
蜂,13,9.0,277.0,1413.0,3.15
蜈,13,,,16.0,1.2
衙,13,5.0,221.0,21.0,1.32
裙,12,2.0,217.0,1782.0,3.25
补,7,5.0,260.0,3604.0,3.56
装,12,4.0,276.0,17633.0,4.25
解,13,4.0,262.0,36622.0,4.56
询,8,8.0,219.0,1432.0,3.16
试,8,29.0,306.0,26846.0,4.43
诗,8,10.0,278.0,1734.0,3.24
诧,8,3.0,305.0,41.0,1.61
诟,8,,,3.0,0.48
诡,8,4.0,261.0,868.0,2.94
诠,8,9.0,220.0,155.0,2.19
话,8,5.0,305.0,99879.0,5.0
该,8,1.0,277.0,80641.0,4.91
详,8,3.0,220.0,1172.0,3.07
诙,8,,,27.0,1.43
诛,8,10.0,278.0,14.0,1.15
夸,6,1.0,277.0,1406.0,3.15
诚,8,11.0,220.0,3699.0,3.57
贿,10,15.0,306.0,599.0,2.78
资,10,13.0,277.0,7880.0,3.9
贼,10,1.0,217.0,1065.0,3.03
跟,13,2.0,276.0,67347.0,4.83
迹,9,22.0,278.0,5466.0,3.74
跨,13,3.0,305.0,642.0,2.81
跪,13,3.0,305.0,783.0,2.89
路,13,13.0,305.0,23462.0,4.37
跳,13,2.0,305.0,14132.0,4.15
躲,13,3.0,261.0,3583.0,3.55
较,10,7.0,305.0,4137.0,3.62
载,10,3.0,305.0,2197.0,3.34
辟,13,25.0,306.0,109.0,2.04
农,6,4.0,218.0,2255.0,3.35
逼,12,2.0,278.0,3090.0,3.49
逾,12,42.0,276.0,99.0,2.0
遁,12,7.0,305.0,28.0,1.45
遂,12,8.0,305.0,189.0,2.28
遇,12,42.0,276.0,8029.0,3.9
运,7,6.0,305.0,18965.0,4.28
遍,12,3.0,304.0,4770.0,3.68
过,6,1.0,306.0,198278.0,5.3
遏,12,14.0,305.0,65.0,1.81
遐,12,12.0,219.0,31.0,1.49
道,12,8.0,305.0,230531.0,5.36
达,6,4.0,220.0,16413.0,4.22
违,7,13.0,220.0,2348.0,3.37
酬,13,6.0,220.0,671.0,2.83
釉,12,11.0,306.0,12.0,1.08
铃,10,19.0,220.0,1397.0,3.15
钳,10,8.0,220.0,266.0,2.42
铅,10,12.0,278.0,454.0,2.66
闸,8,3.0,220.0,189.0,2.28
隔,12,9.0,220.0,2609.0,3.42
陨,9,3.0,263.0,291.0,2.46
零,13,19.0,220.0,2337.0,3.37
雷,13,4.0,220.0,9848.0,3.99
电,5,11.0,305.0,60278.0,4.78
靴,13,2.0,278.0,685.0,2.84
靶,13,2.0,263.0,246.0,2.39
颂,10,5.0,305.0,253.0,2.4
预,10,42.0,276.0,7358.0,3.87
顽,10,6.0,220.0,518.0,2.71
颁,10,8.0,277.0,515.0,2.71
顿,10,7.0,305.0,9106.0,3.96
饲,8,11.0,305.0,118.0,2.07
饱,8,5.0,261.0,744.0,2.87
饰,8,29.0,306.0,1873.0,3.27
驰,6,6.0,220.0,331.0,2.52
驯,6,8.0,219.0,323.0,2.51
鼎,12,3.0,261.0,169.0,2.23
鼓,13,7.0,261.0,2726.0,3.44
鼠,13,9.0,262.0,2619.0,3.42
像,13,6.0,306.0,71186.0,4.85
侨,8,6.0,220.0,15.0,1.18
僚,14,8.0,219.0,289.0,2.46
侥,8,,,126.0,2.1
僧,14,1.0,275.0,153.0,2.18
僭,14,19.0,305.0,6.0,0.78
雇,12,4.0,305.0,4898.0,3.69
凳,14,5.0,305.0,402.0,2.6
厌,6,14.0,306.0,7519.0,3.88
嘀,14,9.0,220.0,153.0,2.18
叹,5,4.0,306.0,480.0,2.68
嘈,14,4.0,219.0,52.0,1.72
嘉,14,13.0,278.0,935.0,2.97
喽,12,3.0,219.0,784.0,2.89
呕,7,4.0,262.0,635.0,2.8
尝,9,4.0,220.0,4665.0,3.67
图,8,8.0,220.0,10910.0,4.04
团,6,1.0,217.0,9748.0,3.99
尘,6,8.0,218.0,976.0,2.99
境,14,12.0,305.0,4514.0,3.65
垫,9,11.0,305.0,1103.0,3.04
墓,13,12.0,304.0,1449.0,3.16
寿,7,9.0,305.0,676.0,2.83
梦,11,2.0,305.0,11083.0,4.04
夺,6,4.0,219.0,2672.0,3.43
嫖,14,2.0,219.0,105.0,2.02
嫡,14,9.0,220.0,13.0,1.11
嫣,14,,,,
嫦,14,,,3.0,0.48
嫩,14,1.0,303.0,349.0,2.54
孵,14,8.0,278.0,114.0,2.06
察,14,6.0,219.0,16540.0,4.22
寡,14,2.0,261.0,487.0,2.69
寝,13,1.0,262.0,170.0,2.23
寥,14,8.0,219.0,46.0,1.66
实,8,10.0,220.0,57010.0,4.76
宁,5,5.0,217.0,2523.0,3.4
寨,14,2.0,305.0,154.0,2.19
对,5,5.0,304.0,191793.0,5.28
屡,12,7.0,261.0,93.0,1.97
崭,11,4.0,261.0,277.0,2.44
幕,13,12.0,304.0,2616.0,3.42
币,4,25.0,306.0,1239.0,3.09
弊,14,25.0,306.0,542.0,2.73
彰,14,5.0,277.0,107.0,2.03
彻,7,6.0,305.0,2605.0,3.42
态,8,7.0,305.0,6133.0,3.79
惨,11,1.0,261.0,2232.0,3.35
惭,11,3.0,219.0,178.0,2.25
慢,14,7.0,305.0,8810.0,3.94
惯,11,8.0,305.0,2765.0,3.44
悭,10,,,,
慵,14,,,20.0,1.3
慷,14,4.0,276.0,526.0,2.72
截,14,13.0,220.0,1200.0,3.08
摔,14,2.0,277.0,2137.0,3.33
摘,14,9.0,220.0,750.0,2.88
搂,12,2.0,261.0,162.0,2.21
摧,14,3.0,276.0,990.0,3.0
摸,13,1.0,278.0,2739.0,3.44
掺,11,12.0,277.0,271.0,2.43
撇,14,1.0,260.0,387.0,2.59
撤,15,6.0,305.0,2275.0,3.36
敲,14,3.0,278.0,2037.0,3.31
斡,14,7.0,305.0,20.0,1.3
旗,14,23.0,220.0,1108.0,3.04
畅,8,2.0,306.0,668.0,2.82
榕,14,,,8.0,0.9
榛,14,11.0,277.0,24.0,1.38
榜,14,4.0,261.0,591.0,2.77
榨,14,5.0,306.0,243.0,2.39
荣,9,12.0,217.0,4688.0,3.67
榴,14,10.0,220.0,284.0,2.45
构,8,5.0,305.0,2583.0,3.41
枪,8,2.0,278.0,21732.0,4.34
槐,13,4.0,218.0,13.0,1.11
杠,7,1.0,305.0,194.0,2.29
歉,14,6.0,306.0,25447.0,4.41
歌,14,8.0,278.0,13868.0,4.14
殒,11,3.0,263.0,14.0,1.15
滞,12,22.0,306.0,206.0,2.31
渗,11,5.0,306.0,291.0,2.46
滴,14,4.0,278.0,1091.0,3.04
滚,13,2.0,260.0,7213.0,3.86
满,13,2.0,261.0,11463.0,4.06
渔,11,42.0,276.0,332.0,2.52
漂,14,3.0,277.0,11710.0,4.07
漆,14,10.0,278.0,736.0,2.87
漏,14,3.0,305.0,1931.0,3.29
演,14,5.0,262.0,23373.0,4.37
漠,13,13.0,306.0,1009.0,3.0
汉,5,11.0,305.0,4874.0,3.69
涟,10,,,24.0,1.38
漩,14,4.0,219.0,65.0,1.81
漫,14,7.0,305.0,3273.0,3.51
漱,14,10.0,306.0,110.0,2.04
涨,10,8.0,305.0,519.0,2.72
渐,11,19.0,305.0,1188.0,3.07
煽,14,12.0,277.0,190.0,2.28
熄,14,9.0,220.0,400.0,2.6
熊,14,2.0,218.0,2306.0,3.36
熏,14,5.0,277.0,561.0,2.75
荧,9,11.0,220.0,160.0,2.2
熔,14,12.0,217.0,261.0,2.42
狱,9,42.0,276.0,8440.0,3.93
琐,11,4.0,260.0,240.0,2.38
玛,7,4.0,262.0,6597.0,3.82
瑰,13,9.0,277.0,691.0,2.84
甄,13,,,38.0,1.58
疑,14,16.0,220.0,9259.0,3.97
疯,9,9.0,277.0,14752.0,4.17
疟,8,,,67.0,1.83
尽,6,10.0,305.0,15462.0,4.19
监,10,16.0,277.0,10947.0,4.04
睡,13,3.0,304.0,14599.0,4.16
睾,14,9.0,277.0,277.0,2.44
睿,14,5.0,304.0,91.0,1.96
瞄,13,3.0,220.0,799.0,2.9
碟,14,9.0,218.0,671.0,2.83
碧,14,25.0,306.0,574.0,2.76
硕,11,10.0,220.0,280.0,2.45
碳,14,4.0,306.0,426.0,2.63
磁,14,9.0,219.0,1157.0,3.06
祸,11,14.0,305.0,1751.0,3.24
福,13,17.0,220.0,8073.0,3.91
种,9,4.0,261.0,42396.0,4.63
称,10,2.0,278.0,6188.0,3.79
窝,12,4.0,277.0,973.0,2.99
竭,14,13.0,220.0,826.0,2.92
端,14,1.0,277.0,2113.0,3.32
算,14,2.0,304.0,28149.0,4.45
管,14,2.0,261.0,29106.0,4.46
粽,14,2.0,305.0,10.0,1.0
精,14,14.0,277.0,13848.0,4.14
综,11,5.0,277.0,647.0,2.81
绿,11,5.0,305.0,2312.0,3.36
绸,11,6.0,220.0,187.0,2.27
维,11,13.0,220.0,12745.0,4.11
纲,7,7.0,277.0,112.0,2.05
网,6,4.0,261.0,5948.0,3.77
绮,11,5.0,262.0,23.0,1.36
绽,11,9.0,305.0,138.0,2.14
绰,11,3.0,304.0,324.0,2.51
绵,11,3.0,219.0,432.0,2.64
紧,10,6.0,261.0,14372.0,4.16
绯,11,7.0,278.0,158.0,2.2
罚,9,5.0,219.0,2516.0,3.4
翠,14,9.0,304.0,445.0,2.65
聚,14,15.0,306.0,4585.0,3.66
闻,9,6.0,220.0,7786.0,3.89
肇,14,,,143.0,2.16
腐,14,11.0,262.0,1209.0,3.08
膀,14,4.0,261.0,1274.0,3.11
膈,14,9.0,220.0,25.0,1.4
膏,14,9.0,277.0,734.0,2.87
与,3,9.0,260.0,17262.0,4.24
舔,14,2.0,261.0,669.0,2.83
舞,14,8.0,262.0,22832.0,4.36
蒙,13,5.0,219.0,4498.0,3.65
蒜,13,2.0,304.0,303.0,2.48
莅,10,,,32.0,1.51
蒟,13,6.0,262.0,2.0,0.3
蒸,13,9.0,277.0,541.0,2.73
苍,7,4.0,276.0,677.0,2.83
蓄,13,11.0,305.0,581.0,2.76
盖,11,3.0,305.0,4414.0,3.64
蜘,14,11.0,278.0,769.0,2.89
蜜,14,8.0,306.0,2405.0,3.38
蜥,14,24.0,278.0,207.0,2.32
蜷,14,9.0,220.0,68.0,1.83
蜻,14,9.0,278.0,68.0,1.83
蜿,14,,,16.0,1.2
蚀,9,10.0,220.0,276.0,2.44
裨,13,,,7.0,0.85
裸,13,1.0,261.0,1513.0,3.18
裹,14,3.0,262.0,869.0,2.94
认,4,6.0,305.0,54322.0,4.73
诳,9,2.0,219.0,2.0,0.3
誓,14,29.0,306.0,4929.0,3.69
诱,9,11.0,306.0,1731.0,3.24
语,9,9.0,260.0,10813.0,4.03
诫,9,8.0,306.0,159.0,2.2
诬,9,9.0,220.0,130.0,2.11
误,9,13.0,306.0,7098.0,3.85
诵,9,5.0,305.0,158.0,2.2
说,9,1.0,276.0,281841.0,5.45
豪,14,6.0,218.0,2507.0,3.4
貌,14,5.0,305.0,1933.0,3.29
赈,11,7.0,305.0,1.0,0.0
赊,11,2.0,278.0,33.0,1.52
宾,10,5.0,275.0,2536.0,3.4
赫,14,6.0,305.0,1731.0,3.24
赶,10,7.0,260.0,9252.0,3.97
辅,11,11.0,262.0,666.0,2.82
轻,9,9.0,278.0,11563.0,4.06
辣,14,6.0,304.0,2300.0,3.36
遥,13,9.0,220.0,1413.0,3.15
逊,9,7.0,305.0,2075.0,3.32
递,10,10.0,306.0,1400.0,3.15
远,7,1.0,262.0,21547.0,4.33
遣,13,4.0,262.0,561.0,2.75
鄙,13,5.0,262.0,821.0,2.91
酵,14,8.0,305.0,66.0,1.82
酷,14,4.0,305.0,5303.0,3.72
银,11,6.0,220.0,4885.0,3.69
铜,11,9.0,220.0,420.0,2.62
铭,11,7.0,219.0,322.0,2.51
衔,11,9.0,220.0,401.0,2.6
阁,9,9.0,220.0,1672.0,3.22
闺,9,9.0,277.0,130.0,2.11
隙,12,6.0,306.0,168.0,2.23
际,7,24.0,306.0,7355.0,3.87
障,13,8.0,305.0,2089.0,3.32
雌,14,9.0,219.0,221.0,2.34
需,14,8.0,277.0,46611.0,4.67
颇,11,3.0,262.0,297.0,2.47
领,11,2.0,262.0,8170.0,3.91
饺,9,11.0,261.0,90.0,1.95
饼,9,7.0,261.0,4137.0,3.62
驳,7,15.0,220.0,457.0,2.66
肮,8,3.0,276.0,658.0,2.82
骰,13,1.0,261.0,121.0,2.08
魁,13,5.0,219.0,183.0,2.26
魂,13,2.0,219.0,4389.0,3.64
凤,4,4.0,305.0,478.0,2.68
鸣,8,7.0,219.0,548.0,2.74
鼻,14,1.0,220.0,2373.0,3.38
齐,6,23.0,220.0,1671.0,3.22
僵,15,8.0,277.0,990.0,3.0
价,6,5.0,306.0,8767.0,3.94
僻,15,3.0,306.0,243.0,2.39
仪,5,16.0,220.0,2427.0,3.39
俭,9,14.0,261.0,43.0,1.63
剧,10,15.0,306.0,8407.0,3.92
劈,15,7.0,278.0,217.0,2.34
刘,6,10.0,220.0,448.0,2.65
剑,9,19.0,305.0,1538.0,3.19
厉,5,23.0,306.0,2901.0,3.46
哗,9,5.0,219.0,135.0,2.13
唠,10,5.0,220.0,344.0,2.54
嘲,15,3.0,219.0,1137.0,3.06
嘴,16,1.0,260.0,12089.0,4.08
嘶,15,12.0,277.0,112.0,2.05
嘹,15,,,1.0,0.0
嘘,14,8.0,277.0,2333.0,3.37
喷,12,1.0,276.0,1883.0,3.27
坠,7,3.0,304.0,1045.0,3.02
增,15,5.0,276.0,2270.0,3.36
墟,14,,,172.0,2.24
墨,15,13.0,306.0,3159.0,3.5
堕,11,7.0,305.0,665.0,2.82
坟,7,2.0,220.0,631.0,2.8
妩,7,,,21.0,1.32
娴,10,9.0,220.0,54.0,1.73
嬉,15,24.0,278.0,328.0,2.52
娇,9,14.0,277.0,281.0,2.45
审,8,2.0,262.0,6285.0,3.8
写,5,2.0,262.0,16083.0,4.21
宽,10,2.0,276.0,1795.0,3.25
层,7,1.0,218.0,3807.0,3.58
履,15,7.0,261.0,410.0,2.61
厨,12,6.0,220.0,2898.0,3.46
厮,14,12.0,277.0,187.0,2.27
庙,8,2.0,306.0,298.0,2.47
厂,2,3.0,262.0,2077.0,3.32
废,8,8.0,306.0,3755.0,3.57
广,3,2.0,261.0,4896.0,3.69
弹,11,10.0,305.0,11460.0,4.06
影,15,3.0,262.0,16924.0,4.23
德,15,3.0,218.0,27149.0,4.43
慕,14,12.0,304.0,698.0,2.84
慧,15,15.0,306.0,858.0,2.93
怂,8,4.0,261.0,66.0,1.82
慰,15,13.0,306.0,1344.0,3.13
庆,6,3.0,306.0,2882.0,3.46
忧,7,6.0,278.0,1048.0,3.02
憎,15,5.0,276.0,509.0,2.71
怜,8,19.0,220.0,4027.0,3.6
憔,15,,,51.0,1.71
愤,12,6.0,306.0,1861.0,3.27
憧,15,3.0,277.0,60.0,1.78
摩,15,8.0,220.0,5516.0,3.74
挚,10,22.0,306.0,373.0,2.57
摹,14,8.0,220.0,21.0,1.32
捞,10,1.0,278.0,420.0,2.62
撑,15,2.0,278.0,1475.0,3.17
撒,15,2.0,277.0,7095.0,3.85
撕,15,12.0,277.0,1127.0,3.05
撞,15,4.0,304.0,4230.0,3.63
拨,8,7.0,278.0,1617.0,3.21
撩,15,8.0,219.0,53.0,1.72
抚,7,11.0,262.0,1215.0,3.08
撬,15,5.0,306.0,287.0,2.46
播,15,2.0,306.0,4854.0,3.69
撮,15,4.0,276.0,122.0,2.09
撰,15,2.0,305.0,110.0,2.04
扑,5,4.0,278.0,950.0,2.98
敌,10,9.0,220.0,3691.0,3.57
敷,15,8.0,278.0,245.0,2.39
数,13,9.0,262.0,14754.0,4.17
暂,12,9.0,305.0,2571.0,3.41
暮,14,12.0,304.0,72.0,1.86
昵,9,5.0,305.0,142.0,2.15
暴,15,7.0,305.0,5596.0,3.75
乐,5,9.0,304.0,26456.0,4.42
梁,11,4.0,219.0,376.0,2.58
楼,13,3.0,219.0,9176.0,3.96
标,9,8.0,276.0,9572.0,3.98
枢,8,12.0,278.0,116.0,2.06
樟,15,,,13.0,1.11
模,14,8.0,220.0,8644.0,3.94
样,10,4.0,306.0,161409.0,5.21
欧,8,7.0,278.0,3677.0,3.57
毅,15,,,142.0,2.15
殴,8,7.0,278.0,391.0,2.59
浆,10,8.0,277.0,708.0,2.85
泼,8,2.0,278.0,588.0,2.77
洁,9,13.0,220.0,2163.0,3.34
潜,15,8.0,220.0,2589.0,3.41
润,10,2.0,303.0,749.0,2.87
潦,15,4.0,262.0,71.0,1.85
潮,15,3.0,219.0,1485.0,3.17
溃,12,5.0,305.0,1064.0,3.03
澄,15,11.0,220.0,243.0,2.39
浇,9,14.0,277.0,360.0,2.56
澎,15,9.0,220.0,56.0,1.75
涧,10,,,1.0,0.0
熟,15,5.0,220.0,4472.0,3.65
熨,15,6.0,305.0,148.0,2.17
熬,14,8.0,219.0,1014.0,3.01
热,10,1.0,304.0,10701.0,4.03
奖,9,4.0,261.0,5791.0,3.76
璀,15,1.0,262.0,31.0,1.49
瘟,14,2.0,278.0,261.0,2.42
疮,9,2.0,278.0,163.0,2.21
瘦,14,9.0,305.0,902.0,2.96
皱,10,5.0,306.0,430.0,2.63
盘,11,4.0,219.0,4299.0,3.63
眯,11,4.0,262.0,51.0,1.71
瞌,15,11.0,278.0,114.0,2.06
瞎,15,2.0,277.0,1674.0,3.22
瞑,15,,,17.0,1.23
确,12,5.0,305.0,34030.0,4.53
码,8,4.0,262.0,8906.0,3.95
碾,15,5.0,261.0,177.0,2.25
磅,15,7.0,305.0,1339.0,3.13
磋,14,4.0,276.0,29.0,1.46
磐,15,4.0,219.0,57.0,1.76
磕,15,11.0,278.0,299.0,2.48
稻,15,8.0,305.0,208.0,2.32
稿,15,3.0,261.0,860.0,2.93
穷,7,4.0,217.0,1429.0,3.16
箭,15,19.0,305.0,1291.0,3.11
箱,15,7.0,278.0,5936.0,3.77
箴,15,,,35.0,1.54
范,9,6.0,306.0,3037.0,3.48
篆,15,,,,
篇,15,3.0,276.0,1538.0,3.19
糅,15,,,16.0,1.2
糊,15,10.0,220.0,2040.0,3.31
缄,12,16.0,277.0,76.0,1.88
线,8,12.0,306.0,15170.0,4.18
缉,12,13.0,306.0,672.0,2.83
缎,12,5.0,305.0,64.0,1.81
缔,12,10.0,306.0,66.0,1.82
缘,12,15.0,220.0,1650.0,3.22
